1 3227
2 2764
3 2862
4 3156
5 3573
6 3647
7 3688
8 3946
9 4662
10 6147
11 6495
12 6954
13 7155
14 7348
15 7859
16 6684
17 7785
18 8116
19 7164
20 6281
21 4550
22 3592
23 3446
24 3595
